crop_path,source,source_ref,instance_id,view_idx,faction,unit_slug,suggested_by,confidence,labeller,split,created_at,notes
scripts/phase1/crops/tyranids/14kujha_a92f261b1099__14.jpg,annotation,,,,tyranids,termagants,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_55b03b4a9a0b__02.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_55b03b4a9a0b__09.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_55b03b4a9a0b__13.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_55b03b4a9a0b__17.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_64be0a232db6__13.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/15jxccy_64be0a232db6__15.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/18ngl8p_4796e4e7957b__01.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/18ngl8p_5109ff86aba8__05.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1bjqt5t_24875a2e7d41__00.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1bjqt5t_64ccd84906d0__00.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1caiims_04e1f897a1dd__00.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1caiims_74048e15157e__00.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1caiims_c8192cf82f31__00.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1caiims_e876d8c86751__01.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1fh5qn6_0ceda53446cc__18.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1fh5qn6_0ceda53446cc__27.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/1fh5qn6_0ceda53446cc__33.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/dakka_1007065__03.jpg,annotation,,,,adepta_sororitas,battle_sisters,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adepta_sororitas/dakka_1016456__00.jpg,annotation,,,,adepta_sororitas,seraphim,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adeptus_mechanicus/1010050_f2173ddb1813__00.jpg,annotation,,,,adeptus_mechanicus,skitarii_rangers,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adeptus_mechanicus/1010052_27fdf68d8954__00.jpg,annotation,,,,adeptus_mechanicus,skitarii_rangers,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/adeptus_mechanicus/162517_bad6b66af189__00.jpg,annotation,,,,adeptus_mechanicus,tech_priest,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/adeptus_mechanicus/18972_70bd55985ed8__00.jpg,annotation,,,,adeptus_mechanicus,tech_priest,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/adeptus_mechanicus/19665_5cd02e2bf5a5__02.jpg,annotation,,,,adeptus_mechanicus,tech_priest,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1032734__01.jpg,annotation,,,,space_marines,high_marshal_helbrecht,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038474__00.jpg,annotation,,,,space_marines,captain,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038474__01.jpg,annotation,,,,space_marines,primaris_lieutenant,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038474__02.jpg,annotation,,,,space_marines,primaris_librarian,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038479__02.jpg,annotation,,,,space_marines,eliminators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038482__02.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038483__00.jpg,annotation,,,,space_marines,infiltrators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038483__02.jpg,annotation,,,,space_marines,incursors,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038483__04.jpg,annotation,,,,space_marines,infiltrators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038484__00.jpg,annotation,,,,space_marines,infiltrators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038484__01.jpg,annotation,,,,space_marines,infiltrators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038484__02.jpg,annotation,,,,space_marines,infiltrators,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1038484__03.jpg,annotation,,,,space_marines,infiltrators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1079608__01.jpg,annotation,,,,space_marines,bladeguard_veterans,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_107983__00.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1099260__00.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1099260__01.jpg,annotation,,,,space_marines,sword_brethren,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1099260__02.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1099260__03.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/black_templars/dakka_1100443__00.jpg,annotation,,,,space_marines,crusader_squad,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/1cmdxlw_15517a2bac3b__00.jpg,annotation,,,,chaos_daemons,bloodthirster,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/1cmdxlw_94e9127ff1a5__00.jpg,annotation,,,,chaos_daemons,bloodthirster,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/1cmdxlw_bdf976f7726b__02.jpg,annotation,,,,chaos_daemons,bloodthirster,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/1e79php_91f18aa5a936__00.jpg,annotation,,,,chaos_daemons,chaos_lord,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1010453__00.jpg,annotation,,,,chaos_daemons,seekers_of_slaanesh,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1018960__00.jpg,annotation,,,,chaos_daemons,rotigus,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1028256__00.jpg,annotation,,,,chaos_daemons,contorted_epitome,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1028257__00.jpg,annotation,,,,chaos_daemons,daemonettes,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1028257__04.jpg,annotation,,,,chaos_daemons,daemonettes,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1059645__01.jpg,annotation,,,,chaos_daemons,masque_of_slaanesh,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1088422__00.jpg,annotation,,,,chaos_space_marines,foetid_bloat_drone,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_1217981__01.jpg,annotation,,,,chaos_daemons,daemon_prince,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_138190__00.jpg,annotation,,,,chaos_daemons,daemon_prince,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_138193__00.jpg,annotation,,,,chaos_daemons,blight_drone,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_153064__02.jpg,annotation,,,,chaos_space_marines,helbrute,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_155472__00.jpg,annotation,,,,chaos_daemons,great_unclean_one,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_daemons/dakka_16387__00.jpg,annotation,,,,chaos_daemons,daemon_prince,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1024805__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1024835__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1025399__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1025399__02.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1035172__00.jpg,annotation,,,,chaos_space_marines,venomcrawler,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037677__00.jpg,annotation,,,,chaos_space_marines,sorcerer,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037680__00.jpg,annotation,,,,chaos_space_marines,noxious_blightbringer,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037681__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037682__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037683__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037684__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037685__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037686__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1037687__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1054531__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1055584__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1061255__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1063036__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_knights/dakka_1084776__00.jpg,annotation,,,,chaos_knights,war_dog,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/103294_711faf566e68__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/105043_7b3757a33ae3__03.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/105043_7b3757a33ae3__04.jpg,annotation,,,,chaos_space_marines,chaos_bikers,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/109058_501520a7d389__00.jpg,annotation,,,,space_marines,astorath,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/109276_ab9cdd514559__04.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/115364_cda7c2858d31__00.jpg,annotation,,,,chaos_space_marines,chaos_lord,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/12002_e095bb7688cf__00.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/128051_78e6a553755f__00.jpg,annotation,,,,chaos_space_marines,company_champion,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/13164_2ebfe221cced__01.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/137340_8dce6a9140fe__00.jpg,annotation,,,,chaos_space_marines,chaos_terminator_squad,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/138245_351bd85403f3__01.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/138245_351bd85403f3__03.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/138245_351bd85403f3__04.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/154467_2a7cbda60946__00.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/154467_2a7cbda60946__01.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/chaos_space_marines/154467_2a7cbda60946__03.jpg,annotation,,,,chaos_space_marines,legionaries,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1007136_89daaacc2e24__03.jpg,annotation,,,,adeptus_custodes,custodian_guard,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1012654_3f74a0a2e6bd__07.jpg,annotation,,,,adeptus_custodes,shield_captain,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1012992_e1379e555db1__04.jpg,annotation,,,,adeptus_custodes,custodian_guard,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1012992_e1379e555db1__09.jpg,annotation,,,,adeptus_custodes,custodian_guard,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1014273_c7f8a9a8f118__00.jpg,annotation,,,,adeptus_custodes,shield_captain,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1014391_a2697cdc8368__00.jpg,annotation,,,,adeptus_custodes,allarus_custodians,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1018184_c1c7658c6f05__00.jpg,annotation,,,,adeptus_custodes,venerable_land_raider,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1034536_938089af467e__00.jpg,annotation,,,,adeptus_custodes,vexilus_praetor,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1040930_82abbd4d3a7b__03.jpg,annotation,,,,adeptus_custodes,custodian_wardens,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1044912_b018115632d5__01.jpg,annotation,,,,adeptus_custodes,custodian_wardens,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1057885_54a198426cdd__01.jpg,annotation,,,,adeptus_custodes,custodian_guard,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1057888_7905b918d141__00.jpg,annotation,,,,adeptus_custodes,venatari_custodians,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1058168_ffc5b56d61e5__00.jpg,annotation,,,,adeptus_custodes,shield_captain,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1058173_ac0274e00379__02.jpg,annotation,,,,adeptus_custodes,shield_captain,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1069936_13b7678f1b44__00.jpg,annotation,,,,adeptus_custodes,allarus_custodians,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1069936_13b7678f1b44__03.jpg,annotation,,,,adeptus_custodes,allarus_custodians,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1069936_13b7678f1b44__04.jpg,annotation,,,,adeptus_custodes,allarus_custodians,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1069936_13b7678f1b44__07.jpg,annotation,,,,adeptus_custodes,allarus_custodians,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/custodes/1073041_9ad70a95edbc__00.jpg,annotation,,,,adeptus_custodes,valdor,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/1037686_7ae4527eae17__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106635_b7a1d8b0d592__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,the miniature shows a nurgelite space marine showing green fettid colours on theyre armor and oozing green and gold
scripts/phase3/crops/death_guard/106635_b7a1d8b0d592__01.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106635_b7a1d8b0d592__02.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106635_b7a1d8b0d592__03.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106635_b7a1d8b0d592__04.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__00.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__01.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__02.jpg,annotation,,,,chaos_space_marines,lord_of_contagion,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__03.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__04.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__05.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/106798_0c58414bb9eb__06.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/1080694_5ad20ee11d4f__00.jpg,annotation,,,,chaos_space_marines,blightlord_terminators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/114228_528377b7b6f4__00.jpg,annotation,,,,chaos_daemons,great_unclean_one,annotation,,,query,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/118217_1088ebbee691__00.jpg,annotation,,,,chaos_space_marines,deathwing_dreadnought,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/11901_e49f8143ff79__00.jpg,annotation,,,,chaos_space_marines,deathshroud_terminators,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/death_guard/152311_958397105bae__01.jpg,annotation,,,,chaos_space_marines,plague_marines,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/deathwatch/1fkh5cg_269a1cea45dc__00.jpg,annotation,,,,space_marines,emperors_champion,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/deathwatch/1fkh5cg_269a1cea45dc__02.jpg,annotation,,,,space_marines,ezekiel,annotation,,,gallery,2026-04-16T22:29:40Z,
scripts/phase3/crops/deathwatch/1fkh5cg_269a1cea45dc__03.jpg,annotation,,,,space_marines,kayvaan_shrike,annotation,,,gallery,2026-04-16T22:29:40Z,
